dataset_02;RAW_DATA;table_observation;SUBMISSION_ID
dataset_02;RAW_DATA;table_observation;PROVIDER_ID
dataset_02;RAW_DATA;table_observation;OGAM_ID_table_observation
dataset_02;RAW_DATA;table_observation;codecommune
dataset_02;RAW_DATA;table_observation;nomcommune
dataset_02;RAW_DATA;table_observation;anneerefcommune
dataset_02;RAW_DATA;table_observation;typeinfogeocommune
dataset_02;RAW_DATA;table_observation;denombrementmin
dataset_02;RAW_DATA;table_observation;denombrementmax
dataset_02;RAW_DATA;table_observation;objetdenombrement
dataset_02;RAW_DATA;table_observation;typedenombrement
dataset_02;RAW_DATA;table_observation;codedepartement
dataset_02;RAW_DATA;table_observation;anneerefdepartement
dataset_02;RAW_DATA;table_observation;typeinfogeodepartement
dataset_02;RAW_DATA;table_observation;typeen
dataset_02;RAW_DATA;table_observation;codeen
dataset_02;RAW_DATA;table_observation;versionen
dataset_02;RAW_DATA;table_observation;typeinfogeoen
dataset_02;RAW_DATA;table_observation;refhabitat
dataset_02;RAW_DATA;table_observation;codehabitat
dataset_02;RAW_DATA;table_observation;versionrefhabitat
dataset_02;RAW_DATA;table_observation;codehabref
dataset_02;RAW_DATA;table_observation;codemaille
dataset_02;RAW_DATA;table_observation;versionrefmaille
dataset_02;RAW_DATA;table_observation;nomrefmaille
dataset_02;RAW_DATA;table_observation;typeinfogeomaille
dataset_02;RAW_DATA;table_observation;codeme
dataset_02;RAW_DATA;table_observation;versionme
dataset_02;RAW_DATA;table_observation;dateme
dataset_02;RAW_DATA;table_observation;typeinfogeome
dataset_02;RAW_DATA;table_observation;observateurnomorganisme
dataset_02;RAW_DATA;table_observation;observateuridentite
dataset_02;RAW_DATA;table_observation;observateurmail
dataset_02;RAW_DATA;table_observation;determinateurnomorganisme
dataset_02;RAW_DATA;table_observation;determinateuridentite
dataset_02;RAW_DATA;table_observation;determinateurmail
dataset_02;RAW_DATA;table_observation;validateurnomorganisme
dataset_02;RAW_DATA;table_observation;validateuridentite
dataset_02;RAW_DATA;table_observation;validateurmail
dataset_02;RAW_DATA;table_observation;identifiantorigine
dataset_02;RAW_DATA;table_observation;dspublique
dataset_02;RAW_DATA;table_observation;diffusionniveauprecision
dataset_02;RAW_DATA;table_observation;deefloutage
dataset_02;RAW_DATA;table_observation;sensible
dataset_02;RAW_DATA;table_observation;sensiniveau
dataset_02;RAW_DATA;table_observation;sensidateattribution
dataset_02;RAW_DATA;table_observation;sensireferentiel
dataset_02;RAW_DATA;table_observation;sensiversionreferentiel
dataset_02;RAW_DATA;table_observation;statutsource
dataset_02;RAW_DATA;table_observation;jddcode
dataset_02;RAW_DATA;table_observation;jddid
dataset_02;RAW_DATA;table_observation;jddsourceid
dataset_02;RAW_DATA;table_observation;jddmetadonneedeeid
dataset_02;RAW_DATA;table_observation;organismegestionnairedonnee
dataset_02;RAW_DATA;table_observation;codeidcnpdispositif
dataset_02;RAW_DATA;table_observation;deedatedernieremodification
dataset_02;RAW_DATA;table_observation;referencebiblio
dataset_02;RAW_DATA;table_observation;orgtransformation
dataset_02;RAW_DATA;table_observation;identifiantpermanent
dataset_02;RAW_DATA;table_observation;statutobservation
dataset_02;RAW_DATA;table_observation;nomcite
dataset_02;RAW_DATA;table_observation;jourdatedebut
dataset_02;RAW_DATA;table_observation;jourdatefin
dataset_02;RAW_DATA;table_observation;altitudemin
dataset_02;RAW_DATA;table_observation;altitudemax
dataset_02;RAW_DATA;table_observation;profondeurmin
dataset_02;RAW_DATA;table_observation;profondeurmax
dataset_02;RAW_DATA;table_observation;cdnom
dataset_02;RAW_DATA;table_observation;cdref
dataset_02;RAW_DATA;table_observation;versiontaxref
dataset_02;RAW_DATA;table_observation;datedetermination
dataset_02;RAW_DATA;table_observation;organismestandard
dataset_02;RAW_DATA;table_observation;commentaire
dataset_02;RAW_DATA;table_observation;obsdescription
dataset_02;RAW_DATA;table_observation;obsmethode
dataset_02;RAW_DATA;table_observation;occetatbiologique
dataset_02;RAW_DATA;table_observation;occstatutbiogeographique
dataset_02;RAW_DATA;table_observation;occmethodedetermination
dataset_02;RAW_DATA;table_observation;occnaturalite
dataset_02;RAW_DATA;table_observation;occsexe
dataset_02;RAW_DATA;table_observation;occstadedevie
dataset_02;RAW_DATA;table_observation;occstatutbiologique
dataset_02;RAW_DATA;table_observation;preuveexistante
dataset_02;RAW_DATA;table_observation;preuvenonnumerique
dataset_02;RAW_DATA;table_observation;preuvenumerique
dataset_02;RAW_DATA;table_observation;obscontexte
dataset_02;RAW_DATA;table_observation;identifiantregroupementpermanent
dataset_02;RAW_DATA;table_observation;methoderegroupement
dataset_02;RAW_DATA;table_observation;typeregroupement
dataset_02;RAW_DATA;table_observation;altitudemoyenne
dataset_02;RAW_DATA;table_observation;profondeurmoyenne
dataset_02;RAW_DATA;table_observation;geometrie
dataset_02;RAW_DATA;table_observation;natureobjetgeo
dataset_02;RAW_DATA;table_observation;precisiongeometrie
dataset_02;RAW_DATA;table_observation;sensimanuelle
dataset_02;RAW_DATA;table_observation;sensialerte
dataset_02;RAW_DATA;table_observation;codemaillecalcule
dataset_02;RAW_DATA;table_observation;codecommunecalcule
dataset_02;RAW_DATA;table_observation;nomcommunecalcule
dataset_02;RAW_DATA;table_observation;codedepartementcalcule
dataset_02;RAW_DATA;table_observation;heuredatedebut
dataset_02;RAW_DATA;table_observation;heuredatefin
dataset_02;RAW_DATA;table_observation;nomvalide
